fueltype,energy2006,energy2007,energy2008,energy2009,energy2010,energy2011,energy2012,energy2013,energy2014,energy2015,energy2016,geography,sector,value,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,industrycode,lev1,lev2,lev3
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,47.9,49.599998,53.400002,48.200001,49.099998,51.900002,55.599998,63.900002,62.400002,62,62.299999,337,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.3,.30000001,.40000001,.40000001,.30000001,.30000001,.30000001,.30000001,.30000001,.40000001,.30000001,3113,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,10.5,11.6,25.799999,16,13.9,10.5,12.5,12.6,13.8,16.1,16.6,31212,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,1.5,1.4,1.4,.89999998,.89999998,.80000001,1.6,1.9,2,1.7,1.8,3379,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,157.8,152.8,138.60001,85.800003,86.599998,106.7,106.9,116.8,133.60001,110.6,90.300003,336,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3365,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,2.5,3.2,3.4000001,3.5999999,4.4000001,4.5,6.9000001,5.9000001,5.5,4.4000001,5,3256,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,139.3,136.3,120.9,71.199997,69.400002,93,96.300003,106.4,131.10001,108.4,88.400002,3362,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,177.0,200.7,231.5,255.39999,327.70001,421.89999,557.59998,675.79999,691.79999,798.5,1027.1,3112,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,365.0,419.5,495.29999,555.5,486.10001,530.90002,631.29999,644.40002,619.29999,473.20001,453.60001,333,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,206.9,253.60001,342.70001,397.10001,344,381.20001,458.39999,474.29999,461.70001,316.5,331.5,3331,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33634,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,37.8,40.099998,47.599998,43.599998,44.799999,47.299999,50.400002,58.400002,56.799999,57,57.400002,3371,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,1.0,1,1.2,.69999999,0,0,0,0,0,0,0,33632,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,22.2,28.9,25.6,20.6,14.9,16,14.9,14.9,17.200001,15.4,15,3359,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,7.9,9,14.1,.1,0,0,0,0,0,0,0,3254,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,36.6,39.200001,42.200001,49.900002,103.4,113.1,113.4,118.4,107.4,95.800003,99.599998,3251,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,66.9,54.400002,48,45.099998,43.799999,42.799999,46.200001,47.900002,46.900002,43.400002,35.799999,323,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,0.3,.30000001,.5,.40000001,.40000001,.40000001,.2,.1,.1,.1,.1,3326,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,16.9,14.7,26,28,24.4,24.1,25.200001,20.6,21.299999,19.799999,17,3219,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,22.1,19.4,18.200001,21.799999,23.1,22.6,43.700001,23,19.700001,19.6,18.700001,3399,0,0,1
Total primary and secondary energy,10896,10196,12642,8888,x,x,x,x,x,x,x,Saskatchewan,All other manufacturing,Chained (2007) dollars,34.4,31.4,30.299999,29.799999,24.9,21.9,30.4,37.200001,35.400002,38.200001,38.599998,3111,0,0,1
Total primary and secondary energy,277,204,128,130,275,252,320,301,226,240,177,Saskatchewan,Forestry and logging and support activities for forestry,Chained (2007) dollars,86.6,80.400002,79.699997,92.800003,88.800003,89.099998,96.699997,117.4,102.9,108.1,106.1,1153,0,1,0
Total primary and secondary energy,277,204,128,130,275,252,320,301,226,240,177,Saskatchewan,Forestry and logging and support activities for forestry,Chained (2007) dollars,79.0,43.5,37.700001,38.400002,43,46.099998,47.799999,33.599998,37.900002,40.700001,44.299999,113,0,1,0
Total primary and secondary energy,5822,7141,7404,6968,7646,7936,7664,8922,8650,10763,11923,Saskatchewan,Construction,Chained (2007) dollars,2979.8,3080.1001,3712.5,4057.7,4400.1001,4516.7002,5059.2002,5435.2998,5712.7998,4668.1001,4175.6001,23,0,1,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,374.0,386.5,419.5,389.5,438.70001,461.39999,471,493.39999,540.70001,532.70001,508.5,482,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,725.5,731.09998,675.5,672.70001,775.70001,849.70001,881.5,908,967.29999,944.29999,954.5,484,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,..,200.2,200.2,226.5,208.60001,227.10001,248.2,273.20001,276.89999,261.29999,267,447,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,133.4,136.7,138,140.10001,150.89999,155.5,160.3,172.3,188.7,186.39999,191.2,488,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,172.2,170.8,127.3,131,126.3,137.39999,158.60001,163.10001,146.5,160.7,149.10001,2212,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,0.8,.80000001,.80000001,.89999998,.69999999,.60000002,.89999998,.89999998,.89999998,.89999998,.89999998,114,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,34.5,40.5,38.799999,34.599998,37.599998,46.400002,50.299999,47.700001,55.799999,59.799999,63.200001,481,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,2.9,3.9000001,3.8,3.2,2.5999999,2.7,2.8,2.9000001,3,2.7,2.4000001,483,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,..,100.6,108.8,90.699997,86.400002,83.400002,80.300003,83.5,86.5,83.800003,84.199997,48Z,1,0,0
Total primary and secondary energy,127176,150002,164177,170123,175767,159849,167783,180985,181852,178420,170622,Saskatchewan,Total transportation,Chained (2007) dollars,927.3,861,785.79999,799.40002,716.59998,767.5,750.5,691.90002,714.90002,764.5,788.20001,486,1,0,0
Total primary and secondary energy,4879,3188,6045,4872,8877,9219,7224,8917,9202,10264,10008,Saskatchewan,Railways,Chained (2007) dollars,374.0,386.5,419.5,389.5,438.70001,461.39999,471,493.39999,540.70001,532.70001,508.5,482,0,1,0
Total primary and secondary energy,2032,2855,3079,2836,3181,3415,3437,3535,5021,3787,3262,Saskatchewan,Total airlines,Chained (2007) dollars,34.5,40.5,38.799999,34.599998,37.599998,46.400002,50.299999,47.700001,55.799999,59.799999,63.200001,481,0,1,0
Total primary and secondary energy,x,x,x,x,x,x,x,3380,4660,3417,3246,Saskatchewan,Canadian airlines,Chained (2007) dollars,34.5,40.5,38.799999,34.599998,37.599998,46.400002,50.299999,47.700001,55.799999,59.799999,63.200001,481,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,155,361,370,16,Saskatchewan,Foreign airlines,,,,,,,,,,,,,,0,0,0
Total primary and secondary energy,0,0,1,11,67,0,0,0,0,0,0,Saskatchewan,Total marine,Chained (2007) dollars,2.9,3.9000001,3.8,3.2,2.5999999,2.7,2.8,2.9000001,3,2.7,2.4000001,483,0,1,0
Total primary and secondary energy,0,0,1,11,67,0,0,0,0,0,0,Saskatchewan,Total marine,Chained (2007) dollars,0.8,.80000001,.80000001,.89999998,.69999999,.60000002,.89999998,.89999998,.89999998,.89999998,.89999998,114,0,1,0
Total primary and secondary energy,x,x,x,x,x,x,x,0,0,0,0,Saskatchewan,Domestic marine,Chained (2007) dollars,0.8,.80000001,.80000001,.89999998,.69999999,.60000002,.89999998,.89999998,.89999998,.89999998,.89999998,114,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,0,0,0,0,Saskatchewan,Domestic marine,Chained (2007) dollars,2.9,3.9000001,3.8,3.2,2.5999999,2.7,2.8,2.9000001,3,2.7,2.4000001,483,0,0,1
Total primary and secondary energy,37694,51194,56382,52034,48988,47149,46113,47003,53475,48545,45968,Saskatchewan,Pipelines,Chained (2007) dollars,172.2,170.8,127.3,131,126.3,137.39999,158.60001,163.10001,146.5,160.7,149.10001,2212,0,1,0
Total primary and secondary energy,37694,51194,56382,52034,48988,47149,46113,47003,53475,48545,45968,Saskatchewan,Pipelines,Chained (2007) dollars,927.3,861,785.79999,799.40002,716.59998,767.5,750.5,691.90002,714.90002,764.5,788.20001,486,0,1,0
Total primary and secondary energy,21379,23053,24175,30155,30282,32771,33088,37852,39095,37656,32034,Saskatchewan,Road transport and urban transit,Chained (2007) dollars,133.4,136.7,138,140.10001,150.89999,155.5,160.3,172.3,188.7,186.39999,191.2,488,0,1,0
Total primary and secondary energy,61192,69712,74495,80215,84372,67295,77920,83677,75059,78168,79350,Saskatchewan,Retail pump sales,Chained (2007) dollars,..,200.2,200.2,226.5,208.60001,227.10001,248.2,273.20001,276.89999,261.29999,267,447,0,1,0
Total primary and secondary energy,44400,53331,53816,53946,55100,59924,62351,69346,82157,84422,82205,Saskatchewan,Agriculture,Chained (2007) dollars,..,49.200001,47.099998,43.299999,48.700001,45.5,44.400002,53.900002,61.099998,68.800003,69.400002,115A,1,0,0
Total primary and secondary energy,44400,53331,53816,53946,55100,59924,62351,69346,82157,84422,82205,Saskatchewan,Agriculture,Chained (2007) dollars,1938.8,2095.8,2916.8999,2846.7,2156.2,2572.7,2596.1001,3841.5,2965.2,3208.8,3538.1001,111,1,0,0
Total primary and secondary energy,44400,53331,53816,53946,55100,59924,62351,69346,82157,84422,82205,Saskatchewan,Agriculture,Chained (2007) dollars,400.4,434.20001,388,415.60001,402.29999,368.79999,370.79999,378.29999,393.39999,350.60001,346.39999,112,1,0,0
Total primary and secondary energy,43814,43055,44919,46820,49947,48217,47054,50817,51443,48127,47044,Saskatchewan,Residential,Chained (2007) dollars,768.9,817.40002,900.29999,941.59998,973.09998,1014.2,1045.1,1081.8,1084.6,1129,1183.1,5311,1,0,0
Total primary and secondary energy,7329,7237,7449,8251,8109,7412,7783,8975,8857,9238,10521,Saskatchewan,Public administration,Chained (2007) dollars,2771.5,2849.8999,2901.5,3058,3108.3999,3166.3,3198.3,3126.6001,3159.6001,3206.3,3231.2,91,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,..,104.9,104.3,86.800003,87.300003,87.5,104.6,109.1,104.7,101,112.9,453,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,..,197.7,210.39999,203.39999,209.2,233.39999,261.89999,307.70001,347.70001,354,333.20001,532,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,..,7.3000002,6.8000002,6.5,6.4000001,7.9000001,7.8000002,8,10,10.1,10,533,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,189.2,261.10001,210.8,238,242,244.39999,241.60001,216.60001,192.5,169.89999,162.3,531A,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,139.6,146.8,144.39999,154.10001,152.39999,152.60001,145.89999,147.3,143.7,139.39999,135.39999,49A,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,889.5,893.79999,935.90002,884.20001,975.79999,979.5,933.29999,933.29999,960.90002,988.90002,1017.5,2211,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,2428.3,2479.3999,2583.5,2614.2,2649.8,2693.8,2763.2,2827.6001,2855.3999,2928.7,2953.6001,61,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,..,71.5,72.300003,69,79.699997,87.900002,87.699997,119.9,124.7,128.5,124.9,454,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,807.0,821.5,860.90002,910.90002,919.59998,946.90002,993.79999,1036.4,1041,1031.5,1039.5,72,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,..,295.89999,322.60001,313.29999,326.39999,322.5,304.29999,348.60001,352.60001,348.10001,333.10001,452,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,..,62.900002,75.400002,74.900002,75.699997,73.199997,76.400002,87.099998,85.599998,87,95.400002,451,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,739.4,780.59998,841.90002,859,853.79999,925.79999,970.70001,987.40002,1024.5,1018.4,982.79999,81,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,565.2,624.29999,620.09998,638.20001,639.09998,668.5,718.5,725.09998,747.70001,761.90002,744.40002,56,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,1046.3,1133.7,1233.9,1227.8,1275.9,1417.9,1531,1603.6,1651.7,1540.8,1473.6,54,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,979.5,1031.8,1038.4,1063.8,1117.2,1098.4,1159.7,1120.4,1128.9,1120,1118.8,51,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,1970.8,2029.5,2058.8,1966.8,2051.5,2170.2,2226.3999,2283.5,2310.3999,2404.8,2478.6001,52,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,306.7,335.29999,356.89999,367.29999,352.39999,355.70001,359.60001,396.89999,366.20001,367,371.60001,71,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,224.8,246.89999,300.29999,311,285,294.10001,295.29999,324.39999,306.89999,285.29999,280.29999,55,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,2010.5,2331.8,2825.3999,2491.7,2702.8,3122.1001,3268.1001,3426.2,3568.2,3532.5,3428.6001,41,1,0,0
Total primary and secondary energy,46249,44735,45853,45775,38536,38275,37063,37964,37814,38896,42416,Saskatchewan,Commercial and other institutional,Chained (2007) dollars,2896.9,2975.7,3071.3,3216.5,3288.3,3337.8,3380,3382.2,3433.5,3498.6001,3604,62,1,0,0
Total primary and secondary energy,x,x,x,x,x,x,x,x,x,x,x,Saskatchewan,Statistical difference,,,,,,,,,,,,,,0,0,0
Total primary and secondary energy,555087,669559,669501,692635,786000,854177,893373,914654,917303,920927,951014,Alberta,Total industrial,Chained (2007) dollars,18919.8,18492.801,18223,15156.6,16094.8,17765.9,17745.699,18274.199,18805.801,17561.199,16323.1,31-33,1,0,0
Total primary and secondary energy,555087,669559,669501,692635,786000,854177,893373,914654,917303,920927,951014,Alberta,Total industrial,Chained (2007) dollars,398.4,321.60001,298.20001,276.79999,327.10001,365.29999,385.39999,392.10001,429,444.10001,436.39999,113,1,0,0
Total primary and secondary energy,555087,669559,669501,692635,786000,854177,893373,914654,917303,920927,951014,Alberta,Total industrial,Chained (2007) dollars,23770.8,25105.699,26552.199,20510.9,24496.801,26980.199,30674.4,35843.5,37209.398,31409.6,26365.801,23,1,0,0
Total primary and secondary energy,555087,669559,669501,692635,786000,854177,893373,914654,917303,920927,951014,Alberta,Total industrial,Chained (2007) dollars,71354.5,70658.797,68616.398,66021.898,70035.703,74776.5,75547.297,79686.203,88629.898,84867.297,81071,21,1,0,0
Total primary and secondary energy,555087,669559,669501,692635,786000,854177,893373,914654,917303,920927,951014,Alberta,Total industrial,Chained (2007) dollars,157.0,180.3,162.60001,177.5,174.39999,176.3,170,147.7,158.3,175.5,177.5,1153,1,0,0
Total primary and secondary energy,294994,414186,420941,451147,524766,563100,606739,617990,636540,653423,681769,Alberta,Mining and oil and gas extraction,Chained (2007) dollars,71354.5,70658.797,68616.398,66021.898,70035.703,74776.5,75547.297,79686.203,88629.898,84867.297,81071,21,0,1,0
Total primary and secondary energy,243600,239155,232414,228668,246422,273672,269292,279908,263828,249911,249393,Alberta,Total manufacturing,Chained (2007) dollars,18919.8,18492.801,18223,15156.6,16094.8,17765.9,17745.699,18274.199,18805.801,17561.199,16323.1,31-33,0,1,0
